(0.0, 0.0)
(0.005263157894736842, 0.01653620518304807)
(0.010526315789473684, 0.03308145636072503)
(0.015789473684210527, 0.04964481933262644)
(0.021052631578947368, 0.06623539960054009)
(0.02631578947368421, 0.08286236245076747)
(0.031578947368421054, 0.0995349533160953)
(0.03684210526315789, 0.11626251851401888)
(0.042105263157894736, 0.13305452646096363)
(0.04736842105263158, 0.1499205894661258)
(0.05263157894736842, 0.16687048621323589)
(0.05789473684210526, 0.18391418504432305)
(0.06315789473684211, 0.20106186816617527)
(0.06842105263157895, 0.21832395690806652)
(0.07368421052631578, 0.2357111381682437)
(0.07894736842105263, 0.25323439219704436)
(0.08421052631578947, 0.2709050218762327)
(0.08947368421052632, 0.28873468366758775)
(0.09473684210526316, 0.30673542041891244)
(0.1, 0.3249196962329065)
